date,close,volume,open,high,low
14:53,3.18,"7,641,133",3.22,3.26,2.975
11/8/17,3.01,7702210,3.08,3.16,2.985
11/7/17,3.09,3673273,3.19,3.23,3.06
11/6/17,3.22,3074976,3.21,3.28,3.2
11/3/17,3.23,3873831,3.19,3.27,3.17
11/2/17,3.19,6914359,3.1,3.28,3.1
11/1/17,3.12,6688337,3.11,3.16,3.08
10/31/17,3.1,11247740,3.1,3.145,3.06
10/30/17,3.04,15480960,3.5,3.57,2.97
10/27/17,3.72,3210757,3.72,3.75,3.665
10/26/17,3.73,2887620,3.71,3.77,3.69
10/25/17,3.71,2850807,3.71,3.745,3.63
10/24/17,3.73,3615655,3.78,3.78,3.705
10/23/17,3.73,4773630,3.8,3.85,3.73
10/20/17,3.78,3936301,3.7,3.79,3.67
10/19/17,3.67,4943764,3.67,3.715,3.635
10/18/17,3.7,4368977,3.79,3.8,3.7
10/17/17,3.76,4578314,3.79,3.865,3.74
10/16/17,3.78,4739675,3.83,3.92,3.78
10/13/17,3.81,5145873,3.76,3.93,3.76
10/12/17,3.74,5718835,3.71,3.77,3.67
10/11/17,3.69,7155981,3.75,3.79,3.65
10/10/17,3.76,5925678,3.88,3.88,3.72
10/9/17,3.84,3442512,3.94,3.98,3.82
10/6/17,3.94,11634740,3.81,3.97,3.81
10/5/17,3.79,7651726,3.81,3.83,3.74
10/4/17,3.78,24520780,4,4,3.66
10/3/17,4.59,3915606,4.56,4.65,4.56
10/2/17,4.53,6283138,4.54,4.58,4.455
9/29/17,4.54,4306262,4.58,4.63,4.52
9/28/17,4.56,2191688,4.5,4.575,4.49
9/27/17,4.52,4216977,4.48,4.56,4.4
9/26/17,4.45,3479330,4.44,4.515,4.41
9/25/17,4.43,2992030,4.33,4.465,4.31
9/22/17,4.37,4960610,4.26,4.46,4.26
9/21/17,4.29,4190069,4.31,4.395,4.27
9/20/17,4.3,4263000,4.35,4.365,4.28
9/19/17,4.35,4040942,4.42,4.465,4.34
9/18/17,4.42,3161005,4.51,4.53,4.4
9/15/17,4.48,6249709,4.54,4.555,4.46
