date,close,volume,open,high,low
14:50,140.42,"2,091,573",140.63,141.41,139.8
11/8/17,141.32,4440694,139.7,141.87,139.4601
11/7/17,139.77,4194070,140.08,140.15,138.91
11/6/17,139.76,4220629,140.01,140.49,139.72
11/3/17,140.08,2736651,139.73,140.4,139.3
11/2/17,139.93,3493520,140.11,140.29,139.11
11/1/17,139.98,5006301,139.83,140.59,139.34
10/31/17,139.41,4825995,140.02,140.26,138.98
10/30/17,140,6034336,141.08,141.21,139.32
10/27/17,141.78,5140589,141,142.7,140.2
10/26/17,141.81,5839327,142.51,143.75,141.38
10/25/17,142.36,6563480,141.16,143.23,140.9594
10/24/17,141.64,6533349,143.38,143.38,140.93
10/23/17,143.62,6685083,142.13,144.3523,142.081
10/20/17,142.4,5634523,142.38,143.62,141.83
10/19/17,142.04,9180957,140.71,142.98,140.535
10/18/17,140.68,6823119,140.79,141.58,140.07
10/17/17,140.79,11597750,137.67,141.12,137.06
10/16/17,136.12,5119364,136.45,137.26,135.54
10/13/17,136.43,4106431,136.6,137.42,136.34
10/12/17,136.83,5311047,136.34,137.52,136.02
10/11/17,136.65,8268128,134.88,137.08,134.37
10/10/17,133.9,4184558,133.56,134.13,132.92
10/9/17,133.45,3750978,133.66,133.815,133.17
10/6/17,133.22,2469471,133,133.25,132.48
10/5/17,133.19,3740875,132.89,133.31,132.36
10/4/17,132.89,3586327,132.4,133.18,132.1
10/3/17,132.1,3900754,131.65,132.4,131.36
10/2/17,131.22,4483751,130.16,131.33,130.02
9/29/17,130.01,5700701,129.58,130.47,129.05
9/28/17,129.47,3992032,129.91,130.27,129.29
9/27/17,129.75,5781672,131,131.09,129.43
9/26/17,130.94,3692728,131.5,131.94,130.82
9/25/17,131.17,6017418,131.47,131.76,130.83
9/22/17,131.39,4332430,131.99,132.39,131.2701
9/21/17,131.75,6026614,133.31,133.82,131.3775
9/20/17,133.22,7542845,133.25,134.29,132.34
9/19/17,135.22,4900976,135.02,135.79,134.35
9/18/17,135.38,5261393,134.44,135.77,134.11
9/15/17,134.45,15508590,134.79,135.45,134.18
9/14/17,134.18,6273788,132.14,134.47,131.99
9/13/17,132.45,4677048,132.67,133.7467,131.85
9/12/17,132.63,5468924,133.83,133.88,131.93
9/11/17,133.21,5715415,131.37,133.34,131.02
9/8/17,130.98,4854414,132,132.34,130.87
9/7/17,132.19,3800199,130.86,132.52,130.25
9/6/17,130.67,5599937,130.54,131,130.21
9/5/17,129.9,5148145,130.72,131.18,129.72
9/1/17,131.03,3820314,132.6,132.65,130.935
8/31/17,132.37,7407073,131.39,132.5,131.25
8/30/17,131.07,5426760,132,132,130.9
8/29/17,132.21,3277861,131.57,132.45,131.3
8/28/17,131.74,5348181,131.68,132.12,131.49
8/25/17,131.68,4131779,131.91,132.56,131.62
8/24/17,132.89,5398132,132.82,133.08,132.27
8/23/17,132.8,5126588,134.43,134.49,132.65
8/22/17,134.7,4147259,133.27,134.79,132.9
8/21/17,133.45,4534446,132.28,133.65,132.1875
8/18/17,132.63,4661580,132.67,133.78,132.381
8/17/17,133.04,5547902,134.18,134.74,133.0314
8/16/17,134.17,4469862,134.08,134.97,133.86
8/15/17,133.38,3931758,133.85,133.94,133.195
8/14/17,133.48,3040989,134.2,134.37,132.87
8/11/17,133.1,4270571,133.64,134.49,132.75
8/10/17,133.09,5607311,133.04,133.8501,132.37
8/9/17,133.23,6332347,132.81,133.41,132.365
8/8/17,132.27,5514561,132.5,132.8,131.4
8/7/17,132.86,3010654,133.09,133.48,132.51
